idx	label	predict	radius	correct	time
5125	1	1	0.0251	1	0:00:00.125895
5126	0	0	0.0251	1	0:00:00.125752
5127	1	1	0.0251	1	0:00:00.125275
5128	3	4	0.0251	0	0:00:00.125388
5129	2	2	0.0251	1	0:00:00.126138
5130	5	2	0.00392	0	0:00:00.125960
5131	6	6	0.0251	1	0:00:00.126295
5132	1	1	0.0251	1	0:00:00.125885
5133	2	2	0.0251	1	0:00:00.125023
5134	5	5	0.0132	1	0:00:00.126663
5135	1	1	0.0251	1	0:00:00.126505
5136	9	9	0.0251	1	0:00:00.126914
5137	9	9	0.0251	1	0:00:00.126048
5138	8	8	0.0251	1	0:00:00.125271
5139	6	6	0.0251	1	0:00:00.124947
5140	8	8	0.0251	1	0:00:00.126479
5141	6	6	0.0251	1	0:00:00.126642
5142	8	8	0.0251	1	0:00:00.126594
5143	9	9	0.0251	1	0:00:00.125308
5144	0	0	0.0251	1	0:00:00.126690
5145	4	4	0.0251	1	0:00:00.125129
5146	0	0	0.0251	1	0:00:00.126129
5147	3	3	0.0251	1	0:00:00.125028
5148	3	3	0.0251	1	0:00:00.125237
5149	6	6	0.0251	1	0:00:00.126435
5150	4	4	0.0251	1	0:00:00.126710
5151	9	4	0.0251	0	0:00:00.128362
5152	9	4	0.0251	0	0:00:00.125961
5153	7	7	0.0251	1	0:00:00.125715
5154	2	6	0.0251	0	0:00:00.126048
5155	3	5	0.0251	0	0:00:00.126334
5156	5	5	0.0251	1	0:00:00.126014
5157	6	6	0.0251	1	0:00:00.125989
5158	4	4	0.00267	1	0:00:00.125847
5159	6	6	0.0251	1	0:00:00.125872
5160	0	0	0.0251	1	0:00:00.126127
5161	3	3	0.0251	1	0:00:00.125961
5162	7	4	0.0251	0	0:00:00.127136
5163	5	3	0.0251	0	0:00:00.126528
5164	0	0	0.0251	1	0:00:00.125188
5165	2	2	0.0251	1	0:00:00.125946
5166	9	7	0.0251	0	0:00:00.126115
5167	2	5	0.0251	0	0:00:00.126105
5168	7	7	0.0251	1	0:00:00.125251
5169	2	2	0.0251	1	0:00:00.126505
5170	9	9	0.0251	1	0:00:00.126618
5171	2	2	0.0251	1	0:00:00.126745
5172	4	5	0.0251	0	0:00:00.126009
5173	0	0	0.0251	1	0:00:00.125926
5174	6	6	0.0251	1	0:00:00.125432
5175	6	6	0.0251	1	0:00:00.126869
5176	3	9	0.0251	0	0:00:00.126679
5177	4	4	0.0251	1	0:00:00.126676
5178	5	5	0.0251	1	0:00:00.125798
5179	5	3	0.0251	0	0:00:00.126245
5180	9	9	0.0251	1	0:00:00.126102
5181	1	1	0.0251	1	0:00:00.126713
5182	1	9	0.0251	0	0:00:00.126380
5183	4	4	0.0251	1	0:00:00.126585
5184	4	5	0.0251	0	0:00:00.126296
5185	3	3	0.0251	1	0:00:00.124979
5186	5	5	0.0251	1	0:00:00.125785
5187	4	4	0.0251	1	0:00:00.126100
5188	8	8	0.0251	1	0:00:00.126097
5189	0	0	0.0251	1	0:00:00.125582
5190	0	0	0.0251	1	0:00:00.126599
5191	3	5	0.0251	0	0:00:00.126817
5192	9	1	0.0251	0	0:00:00.126310
5193	4	4	0.0251	1	0:00:00.126641
5194	7	7	0.0251	1	0:00:00.125840
5195	4	7	0.0251	0	0:00:00.126076
5196	2	2	0.0251	1	0:00:00.126203
5197	8	3	0.0251	0	0:00:00.126440
5198	3	8	0.0251	0	0:00:00.126518
5199	6	6	0.0251	1	0:00:00.126692
5200	3	3	0.0251	1	0:00:00.125604
5201	1	1	0.0251	1	0:00:00.126605
5202	9	9	0.0251	1	0:00:00.126238
5203	6	3	0.0251	0	0:00:00.125206
5204	3	3	0.0251	1	0:00:00.126323
5205	8	0	0.0251	0	0:00:00.125465
5206	3	3	0.0251	1	0:00:00.126341
5207	8	8	0.0251	1	0:00:00.126704
5208	4	4	0.0251	1	0:00:00.126156
5209	7	7	0.0251	1	0:00:00.125948
5210	5	3	0.0251	0	0:00:00.124815
5211	7	7	0.0251	1	0:00:00.127795
5212	5	5	0.0251	1	0:00:00.126632
5213	3	4	0.0251	0	0:00:00.126404
5214	1	1	0.0251	1	0:00:00.126363
5215	2	2	0.0251	1	0:00:00.125101
5216	6	6	0.0251	1	0:00:00.125821
5217	1	1	0.0251	1	0:00:00.125539
5218	3	5	0.0251	0	0:00:00.125563
5219	2	0	0.00863	0	0:00:00.126494
5220	0	0	0.0251	1	0:00:00.125365
5221	7	7	0.0251	1	0:00:00.126808
5222	5	5	0.0251	1	0:00:00.126205
5223	0	0	0.0251	1	0:00:00.126677
5224	0	0	0.0251	1	0:00:00.126248
5225	0	0	0.00292	1	0:00:00.125661
5226	1	1	0.0251	1	0:00:00.125583
5227	4	6	0.0251	0	0:00:00.125576
5228	3	3	0.0251	1	0:00:00.125691
5229	5	3	0.0251	0	0:00:00.125798
5230	8	8	0.0251	1	0:00:00.126012
5231	4	4	0.0251	1	0:00:00.125291
5232	3	4	0.0251	0	0:00:00.125833
5233	1	1	0.0251	1	0:00:00.126581
5234	7	3	0.0251	0	0:00:00.126228
5235	1	6	0.0075	0	0:00:00.125732
5236	0	0	0.0251	1	0:00:00.126353
5237	4	4	0.0193	1	0:00:00.126543
5238	2	0	0.0251	0	0:00:00.125988
5239	4	3	0.0251	0	0:00:00.126015
5240	1	1	0.0251	1	0:00:00.124468
5241	4	4	0.0251	1	0:00:00.126590
5242	0	0	0.0251	1	0:00:00.126284
5243	1	1	0.0251	1	0:00:00.126602
5244	2	4	0.0251	0	0:00:00.126722
5245	1	1	0.0251	1	0:00:00.125097
5246	7	7	0.0251	1	0:00:00.126240
5247	7	7	0.0251	1	0:00:00.126455
5248	9	9	0.0251	1	0:00:00.126794
5249	8	8	0.0251	1	0:00:00.126294
5250	7	7	0.0251	1	0:00:00.126505
5251	5	5	0.0251	1	0:00:00.125358
5252	4	4	0.0251	1	0:00:00.126642
5253	0	0	0.00365	1	0:00:00.126236
5254	9	9	0.0251	1	0:00:00.126485
5255	0	0	0.0251	1	0:00:00.126254
5256	0	0	0.0251	1	0:00:00.125603
5257	8	8	0.0251	1	0:00:00.126559
5258	2	2	0.0251	1	0:00:00.126610
5259	0	0	0.0251	1	0:00:00.126610
5260	0	0	0.0251	1	0:00:00.125574
5261	2	4	0.00558	0	0:00:00.124959
5262	4	4	0.0251	1	0:00:00.126297
5263	8	8	0.0251	1	0:00:00.125492
5264	6	6	0.0251	1	0:00:00.125790
5265	2	2	0.0251	1	0:00:00.125645
5266	4	4	0.0251	1	0:00:00.125175
5267	6	6	0.0251	1	0:00:00.126002
5268	3	3	0.0251	1	0:00:00.126245
5269	5	5	0.0251	1	0:00:00.126709
5270	1	1	0.0251	1	0:00:00.126856
5271	5	5	0.0251	1	0:00:00.125217
5272	3	3	0.0251	1	0:00:00.126433
5273	7	7	0.0251	1	0:00:00.126338
5274	2	4	0.0168	0	0:00:00.126939
5275	2	2	0.0251	1	0:00:00.126269
5276	9	9	0.0251	1	0:00:00.125177
5277	8	8	0.0251	1	0:00:00.125010
5278	0	2	0.0251	0	0:00:00.126508
5279	0	1	0.0251	0	0:00:00.126443
5280	0	0	0.0251	1	0:00:00.126815
5281	3	6	0.0251	0	0:00:00.125140
5282	4	4	0.0251	1	0:00:00.126941
5283	4	7	0.0251	0	0:00:00.125749
5284	6	6	0.0251	1	0:00:00.129987
5285	1	1	0.0251	1	0:00:00.126296
5286	6	6	0.0251	1	0:00:00.126339
5287	7	5	0.0251	0	0:00:00.125520
5288	4	4	0.0251	1	0:00:00.126612
5289	4	4	0.00673	1	0:00:00.126604
5290	3	5	0.0251	0	0:00:00.126556
5291	9	9	0.0251	1	0:00:00.125475
5292	4	4	0.0251	1	0:00:00.124575
5293	0	0	0.0251	1	0:00:00.126951
5294	8	8	0.0251	1	0:00:00.126375
5295	0	0	0.0251	1	0:00:00.126181
5296	4	4	0.0251	1	0:00:00.127401
5297	6	6	0.0251	1	0:00:00.124523
5298	5	6	0.0251	0	0:00:00.125258
5299	7	7	0.0251	1	0:00:00.126283
5300	9	9	0.0251	1	0:00:00.126257
5301	7	7	0.0251	1	0:00:00.126589
5302	0	0	0.0251	1	0:00:00.125152
5303	5	5	0.0251	1	0:00:00.125751
5304	7	7	0.0251	1	0:00:00.126197
5305	7	7	0.0251	1	0:00:00.126945
5306	3	3	0.0251	1	0:00:00.125639
5307	1	1	0.0251	1	0:00:00.124693
5308	9	9	0.0251	1	0:00:00.126191
5309	3	5	0.0251	0	0:00:00.126414
5310	0	0	0.0251	1	0:00:00.126198
5311	9	9	0.0251	1	0:00:00.126256
5312	5	5	0.0251	1	0:00:00.124950
5313	3	3	0.0251	1	0:00:00.126240
5314	7	7	0.0251	1	0:00:00.126566
5315	9	9	0.0251	1	0:00:00.126660
5316	4	4	0.0251	1	0:00:00.126229
5317	4	4	0.0251	1	0:00:00.125251
5318	1	1	0.0251	1	0:00:00.126338
5319	7	7	0.0251	1	0:00:00.126598
5320	7	7	0.0251	1	0:00:00.126704
5321	1	1	0.0251	1	0:00:00.126097
5322	4	4	0.0251	1	0:00:00.125554
5323	1	1	0.0251	1	0:00:00.125293
5324	2	7	0.0251	0	0:00:00.125263
5325	8	8	0.0251	1	0:00:00.126373
5326	7	7	0.0251	1	0:00:00.126605
5327	0	0	0.0251	1	0:00:00.125040
5328	0	0	0.0251	1	0:00:00.126307
5329	4	4	0.0251	1	0:00:00.125932
5330	7	3	0.00879	0	0:00:00.126119
5331	2	2	0.0251	1	0:00:00.124964
5332	9	9	0.0251	1	0:00:00.125096
5333	7	7	0.0251	1	0:00:00.126170
5334	6	6	0.0251	1	0:00:00.126173
5335	9	9	0.0251	1	0:00:00.126261
5336	3	3	0.0251	1	0:00:00.126747
5337	5	5	0.0251	1	0:00:00.124959
5338	8	1	0.0175	0	0:00:00.126635
5339	0	0	0.0251	1	0:00:00.126308
5340	3	4	0.0251	0	0:00:00.125404
5341	6	6	0.0251	1	0:00:00.126259
5342	8	8	0.0251	1	0:00:00.129211
5343	3	3	0.0251	1	0:00:00.125252
5344	2	4	0.00739	0	0:00:00.125842
5345	4	4	0.0251	1	0:00:00.125255
5346	7	7	0.0251	1	0:00:00.125866
5347	1	1	0.0251	1	0:00:00.126351
5348	1	1	0.0251	1	0:00:00.125256
5349	3	3	0.0251	1	0:00:00.127140
5350	9	1	0.0251	0	0:00:00.126404
5351	7	7	0.0251	1	0:00:00.126039
5352	5	3	0.0251	0	0:00:00.125242
5353	1	1	0.0251	1	0:00:00.126326
5354	0	4	0.0251	0	0:00:00.125915
5355	8	8	0.0251	1	0:00:00.126654
5356	7	7	0.0251	1	0:00:00.125943
5357	0	0	0.0251	1	0:00:00.125142
5358	1	1	0.0251	1	0:00:00.125194
5359	6	6	0.0251	1	0:00:00.126082
5360	9	9	0.0251	1	0:00:00.126579
5361	3	3	0.0251	1	0:00:00.126508
5362	2	2	0.0251	1	0:00:00.125080
5363	7	7	0.0251	1	0:00:00.125188
5364	7	7	0.0251	1	0:00:00.126475
5365	8	8	0.0251	1	0:00:00.126643
5366	1	3	0.0251	0	0:00:00.126437
5367	0	0	0.0251	1	0:00:00.126650
5368	3	3	0.0251	1	0:00:00.125177
5369	4	4	0.0251	1	0:00:00.126279
5370	6	6	0.0251	1	0:00:00.126457
5371	7	7	0.0251	1	0:00:00.125670
5372	5	5	0.0251	1	0:00:00.125726
5373	2	2	0.0251	1	0:00:00.124667
5374	0	8	0.0251	0	0:00:00.125895
5375	1	1	0.0251	1	0:00:00.126580
5376	5	3	0.0251	0	0:00:00.125873
5377	5	5	0.0251	1	0:00:00.124505
5378	1	1	0.0251	1	0:00:00.126389
5379	4	4	0.0251	1	0:00:00.126789
5380	1	1	0.0251	1	0:00:00.126135
5381	3	3	0.0251	1	0:00:00.125362
5382	0	0	0.0251	1	0:00:00.124939
5383	8	8	0.0251	1	0:00:00.125846
5384	6	6	0.0251	1	0:00:00.126204
5385	2	0	0.0251	0	0:00:00.126250
5386	1	1	0.0251	1	0:00:00.124974
5387	3	6	0.0251	0	0:00:00.124590
5388	6	5	0.0251	0	0:00:00.126065
5389	4	4	0.0251	1	0:00:00.126047
5390	1	1	0.0251	1	0:00:00.125880
5391	9	9	0.0251	1	0:00:00.125852
5392	0	1	0.0251	0	0:00:00.124955
5393	4	4	0.0251	1	0:00:00.125722
5394	1	1	0.0251	1	0:00:00.126253
5395	0	8	0.00144	0	0:00:00.125767
5396	1	1	0.0251	1	0:00:00.125726
5397	9	9	0.0251	1	0:00:00.125135
5398	8	3	0.00752	0	0:00:00.125811
5399	6	6	0.0251	1	0:00:00.126152
5400	9	9	0.0251	1	0:00:00.125827
5401	2	0	0.0251	0	0:00:00.125688
5402	4	4	0.0251	1	0:00:00.125404
5403	7	7	0.0251	1	0:00:00.125524
5404	2	6	0.0251	0	0:00:00.126432
5405	2	0	0.0251	0	0:00:00.126428
5406	7	7	0.0251	1	0:00:00.125798
5407	4	7	0.0251	0	0:00:00.126057
5408	9	9	0.0251	1	0:00:00.126460
5409	1	1	0.0251	1	0:00:00.126513
5410	3	5	0.0251	0	0:00:00.126290
5411	2	6	0.0251	0	0:00:00.125642
5412	6	6	0.0251	1	0:00:00.125844
5413	3	3	0.0251	1	0:00:00.127578
5414	4	4	0.0251	1	0:00:00.128696
5415	4	4	0.0251	1	0:00:00.126037
5416	9	1	0.0251	0	0:00:00.126413
5417	4	3	0.0251	0	0:00:00.125127
5418	8	8	0.0251	1	0:00:00.125426
5419	2	6	0.0251	0	0:00:00.126529
5420	6	6	0.0251	1	0:00:00.125948
5421	6	6	0.0251	1	0:00:00.125720
5422	1	1	0.0251	1	0:00:00.127764
5423	6	6	0.0251	1	0:00:00.125320
5424	3	3	0.0251	1	0:00:00.126356
5425	6	6	0.0251	1	0:00:00.126728
5426	5	3	0.0251	0	0:00:00.125675
5427	8	8	0.0251	1	0:00:00.124840
5428	4	4	0.0251	1	0:00:00.125963
5429	6	6	0.0251	1	0:00:00.125583
5430	7	7	0.0251	1	0:00:00.130091
5431	1	1	0.0251	1	0:00:00.126281
5432	9	9	0.0131	1	0:00:00.125085
5433	3	3	0.0251	1	0:00:00.125547
5434	6	6	0.0251	1	0:00:00.126222
5435	7	4	0.0251	0	0:00:00.126787
5436	6	6	0.0251	1	0:00:00.126527
5437	0	0	0.0251	1	0:00:00.125791
5438	7	7	0.0251	1	0:00:00.125164
5439	1	1	0.0251	1	0:00:00.125739
5440	9	9	0.0251	1	0:00:00.126903
5441	5	5	0.0251	1	0:00:00.125213
5442	2	2	0.0251	1	0:00:00.125895
5443	6	6	0.0251	1	0:00:00.125528
5444	7	7	0.0251	1	0:00:00.126023
5445	7	7	0.0251	1	0:00:00.125237
5446	6	6	0.0251	1	0:00:00.126214
5447	5	5	0.0251	1	0:00:00.126533
5448	9	9	0.0251	1	0:00:00.125581
5449	1	1	0.0251	1	0:00:00.126110
5450	5	3	0.0251	0	0:00:00.125517
5451	6	6	0.0251	1	0:00:00.126170
5452	0	0	0.0251	1	0:00:00.125289
5453	2	2	0.0251	1	0:00:00.126190
5454	0	0	0.0251	1	0:00:00.126011
5455	9	9	0.0251	1	0:00:00.125616
5456	1	1	0.0251	1	0:00:00.126317
5457	8	8	0.0251	1	0:00:00.125747
5458	3	5	0.0251	0	0:00:00.125073
5459	5	5	0.0251	1	0:00:00.126044
5460	0	0	0.0251	1	0:00:00.126335
5461	0	0	0.0251	1	0:00:00.126674
5462	0	0	0.0251	1	0:00:00.125018
5463	5	5	0.0251	1	0:00:00.124462
5464	7	7	0.0251	1	0:00:00.125726
5465	7	7	0.0251	1	0:00:00.126486
5466	8	8	0.0251	1	0:00:00.126018
5467	5	5	0.0251	1	0:00:00.124973
5468	5	5	0.0251	1	0:00:00.125742
5469	5	5	0.0251	1	0:00:00.126569
5470	1	1	0.0251	1	0:00:00.126464
5471	6	6	0.0251	1	0:00:00.126581
5472	1	1	0.0251	1	0:00:00.127005
5473	5	5	0.0251	1	0:00:00.130970
5474	1	1	0.0251	1	0:00:00.133978
5475	0	0	0.0251	1	0:00:00.135791
5476	6	6	0.0251	1	0:00:00.124951
5477	2	2	0.0251	1	0:00:00.126320
5478	3	3	0.0251	1	0:00:00.125520
5479	2	2	0.0251	1	0:00:00.126214
5480	1	1	0.0251	1	0:00:00.124834
5481	7	5	0.0251	0	0:00:00.126507
5482	5	5	0.0251	1	0:00:00.126536
5483	1	1	0.0251	1	0:00:00.126804
5484	9	9	0.0251	1	0:00:00.125754
5485	8	8	0.0251	1	0:00:00.124302
5486	3	3	0.0251	1	0:00:00.126097
5487	6	7	0.0251	0	0:00:00.127111
5488	9	4	0.0251	0	0:00:00.127658
5489	7	7	0.0251	1	0:00:00.125959
5490	3	5	0.0152	0	0:00:00.124357
5491	0	0	0.0251	1	0:00:00.126669
5492	2	2	0.0251	1	0:00:00.125875
5493	3	5	0.0251	0	0:00:00.125953
5494	9	9	0.0251	1	0:00:00.125071
5495	4	4	0.0251	1	0:00:00.125192
5496	4	4	0.0251	1	0:00:00.125412
5497	3	3	0.0251	1	0:00:00.125809
5498	9	9	0.0251	1	0:00:00.126523
5499	6	6	0.0251	1	0:00:00.125667
5500	8	8	0.0251	1	0:00:00.124803
5501	6	6	0.0251	1	0:00:00.126050
5502	6	6	0.0251	1	0:00:00.126656
5503	8	8	0.0251	1	0:00:00.126392
5504	5	5	0.0251	1	0:00:00.125891
5505	4	4	0.0251	1	0:00:00.124957
5506	3	5	0.0251	0	0:00:00.125913
5507	6	6	0.0251	1	0:00:00.126677
5508	7	5	0.0251	0	0:00:00.125815
5509	7	7	0.0251	1	0:00:00.125686
5510	4	4	0.0251	1	0:00:00.125129
5511	3	6	0.0251	0	0:00:00.126291
5512	9	9	0.0251	1	0:00:00.126559
5513	6	6	0.0251	1	0:00:00.125848
5514	2	2	0.0251	1	0:00:00.125877
5515	4	4	0.0251	1	0:00:00.125367
5516	0	0	0.0251	1	0:00:00.125157
5517	1	1	0.0251	1	0:00:00.125251
5518	3	3	0.0251	1	0:00:00.125899
5519	6	6	0.0251	1	0:00:00.124411
5520	4	4	0.0251	1	0:00:00.125911
5521	9	9	0.0251	1	0:00:00.125457
5522	2	2	0.0251	1	0:00:00.126644
5523	6	6	0.0251	1	0:00:00.125119
5524	0	0	0.0251	1	0:00:00.125077
5525	3	0	0.0251	0	0:00:00.126055
5526	8	8	0.0251	1	0:00:00.126260
5527	7	7	0.0251	1	0:00:00.125465
5528	5	5	0.0251	1	0:00:00.125205
5529	3	3	0.0251	1	0:00:00.125038
5530	3	6	0.0251	0	0:00:00.126182
5531	8	8	0.0251	1	0:00:00.126934
5532	3	3	0.0251	1	0:00:00.126612
5533	2	2	0.0251	1	0:00:00.125438
5534	6	6	0.0251	1	0:00:00.124506
5535	3	3	0.0251	1	0:00:00.126508
5536	6	6	0.0251	1	0:00:00.126314
5537	2	5	0.0251	0	0:00:00.125762
5538	7	7	0.0251	1	0:00:00.125918
5539	4	4	0.0251	1	0:00:00.125074
5540	5	5	0.0251	1	0:00:00.127370
5541	7	7	0.0251	1	0:00:00.125921
5542	9	9	0.0251	1	0:00:00.125620
5543	0	0	0.0251	1	0:00:00.125655
5544	0	0	0.0251	1	0:00:00.126368
5545	6	6	0.0251	1	0:00:00.125742
5546	7	7	0.0251	1	0:00:00.126297
5547	2	4	0.0251	0	0:00:00.126080
5548	8	7	0.0251	0	0:00:00.125196
5549	5	3	0.0251	0	0:00:00.125596
5550	5	5	0.0251	1	0:00:00.126041
5551	7	7	0.0251	1	0:00:00.126940
5552	5	3	0.0251	0	0:00:00.125269
5553	5	5	0.0251	1	0:00:00.126289
5554	9	9	0.0251	1	0:00:00.126531
5555	4	4	0.0251	1	0:00:00.125770
5556	6	6	0.0251	1	0:00:00.126186
5557	4	4	0.0251	1	0:00:00.125223
5558	7	7	0.0251	1	0:00:00.125846
5559	3	2	0.0251	0	0:00:00.125995
5560	3	5	0.0208	0	0:00:00.125702
5561	6	6	0.0251	1	0:00:00.126608
5562	4	4	0.0251	1	0:00:00.125610
5563	1	1	0.0251	1	0:00:00.125043
5564	6	6	0.0251	1	0:00:00.125849
5565	3	3	0.0251	1	0:00:00.125395
5566	1	1	0.0251	1	0:00:00.128023
5567	6	6	0.0251	1	0:00:00.126370
5568	7	7	0.0251	1	0:00:00.125331
5569	0	0	0.0251	1	0:00:00.126318
5570	5	5	0.0251	1	0:00:00.126527
5571	0	4	0.0244	0	0:00:00.126398
5572	1	1	0.0251	1	0:00:00.125877
5573	9	9	0.0251	1	0:00:00.124855
5574	7	7	0.0251	1	0:00:00.126508
5575	3	3	0.0251	1	0:00:00.125879
5576	5	5	0.0251	1	0:00:00.125657
5577	2	4	0.0251	0	0:00:00.125114
5578	3	3	0.0251	1	0:00:00.126419
5579	9	9	0.0251	1	0:00:00.126025
5580	5	5	0.0251	1	0:00:00.125976
5581	6	3	0.0251	0	0:00:00.126677
5582	4	2	0.02	0	0:00:00.125701
5583	0	0	0.0251	1	0:00:00.125780
5584	0	0	0.0251	1	0:00:00.125730
5585	0	0	0.0251	1	0:00:00.125729
5586	8	8	0.0251	1	0:00:00.126614
5587	0	0	0.0251	1	0:00:00.125095
5588	3	3	0.0251	1	0:00:00.125406
5589	2	2	0.0251	1	0:00:00.125571
5590	4	4	0.0251	1	0:00:00.126650
5591	5	5	0.0251	1	0:00:00.126245
5592	3	3	0.0251	1	0:00:00.125472
5593	7	7	0.0251	1	0:00:00.125413
5594	9	9	0.0251	1	0:00:00.126394
5595	6	6	0.0251	1	0:00:00.125691
5596	9	9	0.0251	1	0:00:00.126131
5597	3	3	0.0251	1	0:00:00.125965
5598	1	1	0.0251	1	0:00:00.125175
5599	2	2	0.0251	1	0:00:00.128526
5600	6	6	0.0251	1	0:00:00.126122
5601	7	7	0.0251	1	0:00:00.125963
5602	4	4	0.0251	1	0:00:00.124640
5603	5	5	0.0251	1	0:00:00.126359
5604	1	1	0.0251	1	0:00:00.126584
5605	3	3	0.0251	1	0:00:00.126974
5606	7	7	0.0251	1	0:00:00.126271
5607	6	2	0.0251	0	0:00:00.125528
5608	9	9	0.0251	1	0:00:00.125164
5609	5	0	0.0132	0	0:00:00.125900
5610	8	8	0.0251	1	0:00:00.126444
5611	5	5	0.0251	1	0:00:00.126429
5612	8	8	0.0251	1	0:00:00.126338
5613	5	5	0.0251	1	0:00:00.125379
5614	8	8	0.0251	1	0:00:00.126529
5615	5	5	0.0251	1	0:00:00.126273
5616	6	6	0.0251	1	0:00:00.125925
5617	5	5	0.0251	1	0:00:00.126293
5618	0	0	0.0251	1	0:00:00.125112
5619	8	8	0.0251	1	0:00:00.126298
5620	3	5	0.0251	0	0:00:00.126198
5621	8	8	0.0251	1	0:00:00.125617
5622	1	1	0.0251	1	0:00:00.126238
5623	8	8	0.0251	1	0:00:00.125374
5624	1	1	0.0251	1	0:00:00.125904
5625	5	5	0.0251	1	0:00:00.132063
5626	0	0	0.0251	1	0:00:00.126462
5627	9	5	0.0251	0	0:00:00.126023
5628	8	1	0.0251	0	0:00:00.125532
5629	6	6	0.0251	1	0:00:00.125220
5630	3	5	0.0251	0	0:00:00.125608
5631	6	6	0.0251	1	0:00:00.125573
5632	3	3	0.0251	1	0:00:00.126459
5633	4	4	0.0251	1	0:00:00.124354
5634	4	4	0.0251	1	0:00:00.126144
5635	7	7	0.0251	1	0:00:00.126961
5636	4	4	0.0251	1	0:00:00.125936
5637	7	7	0.0251	1	0:00:00.126060
5638	4	4	0.0251	1	0:00:00.124817
5639	3	-1	0.0	0	0:00:00.125920
5640	2	5	0.0251	0	0:00:00.126371
5641	4	4	0.0251	1	0:00:00.126752
5642	5	4	0.0251	0	0:00:00.126442
5643	5	5	0.0251	1	0:00:00.126711
5644	7	7	0.0251	1	0:00:00.125141
5645	5	3	0.0251	0	0:00:00.125483
5646	4	4	0.00912	1	0:00:00.125413
5647	5	5	0.0251	1	0:00:00.125433
5648	8	8	0.0251	1	0:00:00.125907
5649	0	6	0.0251	0	0:00:00.126390
5650	5	5	0.0251	1	0:00:00.126585
5651	4	4	0.0251	1	0:00:00.126274
5652	0	8	0.0251	0	0:00:00.126348
5653	5	5	0.0251	1	0:00:00.125419
5654	4	4	0.0251	1	0:00:00.126269
5655	3	3	0.0251	1	0:00:00.126607
5656	3	5	0.00442	0	0:00:00.126632
5657	2	2	0.0251	1	0:00:00.126717
5658	4	7	0.0251	0	0:00:00.126266
5659	2	2	0.0244	1	0:00:00.125201
5660	9	9	0.0251	1	0:00:00.126669
5661	4	4	0.0251	1	0:00:00.126537
5662	8	8	0.0251	1	0:00:00.126407
5663	8	8	0.0251	1	0:00:00.126653
5664	6	6	0.0251	1	0:00:00.125374
5665	2	0	0.0251	0	0:00:00.124973
5666	6	6	0.0251	1	0:00:00.126495
5667	1	1	0.0251	1	0:00:00.125685
5668	7	7	0.0251	1	0:00:00.125954
5669	0	1	0.0224	0	0:00:00.124995
5670	4	4	0.0251	1	0:00:00.126366
5671	3	3	0.0251	1	0:00:00.128594
5672	8	8	0.0251	1	0:00:00.126538
5673	5	5	0.0251	1	0:00:00.125904
5674	9	9	0.0251	1	0:00:00.124892
5675	7	7	0.0251	1	0:00:00.125899
5676	6	6	0.0251	1	0:00:00.125846
5677	7	4	0.00651	0	0:00:00.126147
5678	1	1	0.0251	1	0:00:00.126726
5679	0	0	0.0251	1	0:00:00.125149
5680	2	2	0.0251	1	0:00:00.126252
5681	3	3	0.0251	1	0:00:00.127502
5682	5	3	0.0251	0	0:00:00.126388
5683	6	6	0.0251	1	0:00:00.126415
5684	7	7	0.0251	1	0:00:00.126139
5685	1	1	0.0251	1	0:00:00.124927
5686	6	6	0.0251	1	0:00:00.125278
5687	2	2	0.0251	1	0:00:00.125837
5688	8	8	0.0251	1	0:00:00.126453
5689	3	3	0.0251	1	0:00:00.125631
5690	7	7	0.0251	1	0:00:00.125073
5691	2	2	0.0251	1	0:00:00.125950
5692	5	5	0.0251	1	0:00:00.126517
5693	7	7	0.0251	1	0:00:00.126334
5694	5	7	0.013	0	0:00:00.125569
5695	7	7	0.0251	1	0:00:00.126308
5696	7	7	0.0251	1	0:00:00.126810
5697	1	1	0.0251	1	0:00:00.126098
5698	7	7	0.0251	1	0:00:00.126468
5699	4	4	0.0251	1	0:00:00.125260
5700	3	0	0.0251	0	0:00:00.126121
5701	3	3	0.0251	1	0:00:00.126773
5702	4	4	0.0251	1	0:00:00.126533
5703	0	0	0.000999	1	0:00:00.126661
5704	4	4	0.0251	1	0:00:00.125997
5705	2	2	0.0251	1	0:00:00.125602
5706	7	7	0.0251	1	0:00:00.126702
5707	0	0	0.0251	1	0:00:00.126381
5708	2	7	0.0251	0	0:00:00.126336
5709	2	2	0.0251	1	0:00:00.126908
5710	6	6	0.0251	1	0:00:00.131613
5711	6	6	0.0251	1	0:00:00.134826
5712	2	2	0.0251	1	0:00:00.132604
5713	5	5	0.0251	1	0:00:00.132325
5714	2	6	0.0251	0	0:00:00.132517
5715	6	6	0.0251	1	0:00:00.131445
5716	0	0	0.0251	1	0:00:00.131522
5717	6	7	0.0251	0	0:00:00.131575
5718	1	1	0.0251	1	0:00:00.131069
5719	2	5	0.0251	0	0:00:00.131286
5720	9	9	0.0251	1	0:00:00.131696
5721	0	0	0.0251	1	0:00:00.132252
5722	0	0	0.0251	1	0:00:00.131878
5723	1	1	0.0251	1	0:00:00.131173
5724	5	3	0.0251	0	0:00:00.131268
5725	5	5	0.0251	1	0:00:00.131829
5726	1	1	0.0251	1	0:00:00.131224
5727	6	6	0.0251	1	0:00:00.131331
5728	7	7	0.0251	1	0:00:00.133007
5729	8	8	0.0251	1	0:00:00.131524
5730	5	4	0.0251	0	0:00:00.134053
5731	6	6	0.0251	1	0:00:00.132104
5732	3	3	0.0251	1	0:00:00.132752
